time_period,value,CASE_RATE,HOSPITALIZED_RATE,sentiment__negative,sentiment__positive,indicator
23.0,35.8,18222.99,1114.48,513.0,37.0,2.0
23.0,35.8,14598.94,2427.94,513.0,37.0,2.0
23.0,35.8,6489.33,2293.84,513.0,37.0,2.0
23.0,35.8,6948.42,3778.42,513.0,37.0,2.0
23.0,35.8,5714.42,912.15,513.0,37.0,2.0
23.0,25.1,7085.76,193.35,513.0,37.0,1.0
23.0,25.1,18222.99,1114.48,513.0,37.0,1.0
23.0,25.1,14598.94,2427.94,513.0,37.0,1.0
23.0,25.1,6489.33,2293.84,513.0,37.0,1.0
23.0,25.1,6948.42,3778.42,513.0,37.0,1.0
23.0,25.1,5714.42,912.15,513.0,37.0,1.0
23.0,32.3,7085.76,193.35,513.0,37.0,0.0
23.0,32.3,18222.99,1114.48,513.0,37.0,0.0
23.0,32.3,14598.94,2427.94,513.0,37.0,0.0
23.0,32.3,6489.33,2293.84,513.0,37.0,0.0
23.0,32.3,6948.42,3778.42,513.0,37.0,0.0
23.0,32.3,5714.42,912.15,513.0,37.0,0.0
23.0,35.8,7085.76,193.35,513.0,37.0,2.0
23.0,35.8,18222.99,1114.48,513.0,37.0,2.0
23.0,35.8,14598.94,2427.94,513.0,37.0,2.0
23.0,35.8,6489.33,2293.84,513.0,37.0,2.0
23.0,35.8,6948.42,3778.42,513.0,37.0,2.0
23.0,35.8,5714.42,912.15,513.0,37.0,2.0
23.0,25.1,7085.76,193.35,513.0,37.0,1.0
23.0,25.1,18222.99,1114.48,513.0,37.0,1.0
23.0,25.1,14598.94,2427.94,513.0,37.0,1.0
23.0,25.1,6489.33,2293.84,513.0,37.0,1.0
23.0,25.1,6948.42,3778.42,513.0,37.0,1.0
23.0,25.1,5714.42,912.15,513.0,37.0,1.0
23.0,32.3,7085.76,193.35,513.0,37.0,0.0
23.0,32.3,18222.99,1114.48,513.0,37.0,0.0
23.0,32.3,14598.94,2427.94,513.0,37.0,0.0
23.0,32.3,6489.33,2293.84,513.0,37.0,0.0
23.0,32.3,6948.42,3778.42,513.0,37.0,0.0
23.0,32.3,5714.42,912.15,513.0,37.0,0.0
23.0,35.8,7085.76,193.35,513.0,37.0,2.0
23.0,35.8,18222.99,1114.48,513.0,37.0,2.0
23.0,35.8,14598.94,2427.94,513.0,37.0,2.0
23.0,35.8,6489.33,2293.84,513.0,37.0,2.0
23.0,35.8,6948.42,3778.42,513.0,37.0,2.0
23.0,35.8,5714.42,912.15,513.0,37.0,2.0
23.0,25.1,7085.76,193.35,513.0,37.0,1.0
23.0,25.1,18222.99,1114.48,513.0,37.0,1.0
23.0,25.1,14598.94,2427.94,513.0,37.0,1.0
23.0,25.1,6489.33,2293.84,513.0,37.0,1.0
23.0,25.1,6948.42,3778.42,513.0,37.0,1.0
23.0,25.1,5714.42,912.15,513.0,37.0,1.0
23.0,32.3,7085.76,193.35,513.0,37.0,0.0
23.0,32.3,18222.99,1114.48,513.0,37.0,0.0
23.0,32.3,14598.94,2427.94,513.0,37.0,0.0
23.0,32.3,6489.33,2293.84,513.0,37.0,0.0
23.0,32.3,6948.42,3778.42,513.0,37.0,0.0
23.0,32.3,5714.42,912.15,513.0,37.0,0.0
23.0,35.8,7085.76,193.35,513.0,37.0,2.0
23.0,35.8,18222.99,1114.48,513.0,37.0,2.0
23.0,35.8,14598.94,2427.94,513.0,37.0,2.0
23.0,35.8,6489.33,2293.84,513.0,37.0,2.0
23.0,35.8,6948.42,3778.42,513.0,37.0,2.0
23.0,35.8,5714.42,912.15,513.0,37.0,2.0
23.0,25.1,7085.76,193.35,513.0,37.0,1.0
23.0,25.1,18222.99,1114.48,513.0,37.0,1.0
23.0,25.1,14598.94,2427.94,513.0,37.0,1.0
23.0,25.1,6489.33,2293.84,513.0,37.0,1.0
23.0,25.1,6948.42,3778.42,513.0,37.0,1.0
23.0,25.1,5714.42,912.15,513.0,37.0,1.0
23.0,32.3,7085.76,193.35,513.0,37.0,0.0
23.0,32.3,18222.99,1114.48,513.0,37.0,0.0
23.0,32.3,14598.94,2427.94,513.0,37.0,0.0
23.0,32.3,6489.33,2293.84,513.0,37.0,0.0
23.0,32.3,6948.42,3778.42,513.0,37.0,0.0
23.0,32.3,5714.42,912.15,513.0,37.0,0.0
23.0,35.8,7085.76,193.35,513.0,37.0,2.0
23.0,35.8,18222.99,1114.48,513.0,37.0,2.0
23.0,35.8,14598.94,2427.94,513.0,37.0,2.0
23.0,35.8,6489.33,2293.84,513.0,37.0,2.0
23.0,35.8,6948.42,3778.42,513.0,37.0,2.0
23.0,35.8,5714.42,912.15,513.0,37.0,2.0
23.0,25.1,7085.76,193.35,513.0,37.0,1.0
23.0,25.1,18222.99,1114.48,513.0,37.0,1.0
23.0,25.1,14598.94,2427.94,513.0,37.0,1.0
23.0,25.1,6489.33,2293.84,513.0,37.0,1.0
23.0,25.1,6948.42,3778.42,513.0,37.0,1.0
23.0,25.1,5714.42,912.15,513.0,37.0,1.0
23.0,32.3,7085.76,193.35,513.0,37.0,0.0
23.0,32.3,18222.99,1114.48,513.0,37.0,0.0
23.0,32.3,14598.94,2427.94,513.0,37.0,0.0
23.0,32.3,6489.33,2293.84,513.0,37.0,0.0
23.0,32.3,6948.42,3778.42,513.0,37.0,0.0
23.0,32.3,5714.42,912.15,513.0,37.0,0.0
23.0,35.8,7085.76,193.35,513.0,37.0,2.0
23.0,35.8,18222.99,1114.48,513.0,37.0,2.0
23.0,35.8,14598.94,2427.94,513.0,37.0,2.0
23.0,35.8,6489.33,2293.84,513.0,37.0,2.0
23.0,35.8,6948.42,3778.42,513.0,37.0,2.0
23.0,35.8,5714.42,912.15,513.0,37.0,2.0
23.0,25.1,7085.76,193.35,513.0,37.0,1.0
23.0,25.1,18222.99,1114.48,513.0,37.0,1.0
23.0,25.1,14598.94,2427.94,513.0,37.0,1.0
23.0,25.1,6489.33,2293.84,513.0,37.0,1.0
23.0,25.1,6948.42,3778.42,513.0,37.0,1.0
23.0,25.1,5714.42,912.15,513.0,37.0,1.0
23.0,32.3,7085.76,193.35,513.0,37.0,0.0
23.0,32.3,18222.99,1114.48,513.0,37.0,0.0
23.0,32.3,14598.94,2427.94,513.0,37.0,0.0
23.0,32.3,6489.33,2293.84,513.0,37.0,0.0
23.0,32.3,6948.42,3778.42,513.0,37.0,0.0
23.0,32.3,5714.42,912.15,513.0,37.0,0.0
23.0,35.8,7085.76,193.35,513.0,37.0,2.0
23.0,35.8,18222.99,1114.48,513.0,37.0,2.0
23.0,35.8,14598.94,2427.94,513.0,37.0,2.0
23.0,35.8,6489.33,2293.84,513.0,37.0,2.0
23.0,35.8,6948.42,3778.42,513.0,37.0,2.0
23.0,35.8,5714.42,912.15,513.0,37.0,2.0
23.0,25.1,7203.540000000001,195.38,516.0,34.0,1.0
23.0,25.1,18426.24,1118.54,516.0,34.0,1.0
23.0,25.1,14745.8,2437.45,516.0,34.0,1.0
23.0,25.1,6550.13,2304.13,516.0,34.0,1.0
23.0,25.1,7005.57,3797.65,516.0,34.0,1.0
23.0,25.1,5775.92,916.17,516.0,34.0,1.0
23.0,32.3,7203.540000000001,195.38,516.0,34.0,0.0
23.0,32.3,18426.24,1118.54,516.0,34.0,0.0
23.0,32.3,14745.8,2437.45,516.0,34.0,0.0
23.0,32.3,6550.13,2304.13,516.0,34.0,0.0
23.0,32.3,7005.57,3797.65,516.0,34.0,0.0
23.0,32.3,5775.92,916.17,516.0,34.0,0.0
23.0,35.8,7203.540000000001,195.38,516.0,34.0,2.0
23.0,35.8,18426.24,1118.54,516.0,34.0,2.0
23.0,35.8,14745.8,2437.45,516.0,34.0,2.0
23.0,35.8,6550.13,2304.13,516.0,34.0,2.0
23.0,35.8,7005.57,3797.65,516.0,34.0,2.0
23.0,35.8,5775.92,916.17,516.0,34.0,2.0
23.0,25.1,7203.540000000001,195.38,516.0,34.0,1.0
23.0,25.1,18426.24,1118.54,516.0,34.0,1.0
23.0,25.1,14745.8,2437.45,516.0,34.0,1.0
23.0,25.1,6550.13,2304.13,516.0,34.0,1.0
23.0,25.1,7005.57,3797.65,516.0,34.0,1.0
23.0,25.1,5775.92,916.17,516.0,34.0,1.0
23.0,32.3,7203.540000000001,195.38,516.0,34.0,0.0
23.0,32.3,18426.24,1118.54,516.0,34.0,0.0
23.0,32.3,14745.8,2437.45,516.0,34.0,0.0
23.0,32.3,6550.13,2304.13,516.0,34.0,0.0
23.0,32.3,7005.57,3797.65,516.0,34.0,0.0
23.0,32.3,5775.92,916.17,516.0,34.0,0.0
23.0,35.8,7203.540000000001,195.38,516.0,34.0,2.0
23.0,35.8,18426.24,1118.54,516.0,34.0,2.0
23.0,35.8,14745.8,2437.45,516.0,34.0,2.0
23.0,35.8,6550.13,2304.13,516.0,34.0,2.0
23.0,35.8,7005.57,3797.65,516.0,34.0,2.0
23.0,35.8,5775.92,916.17,516.0,34.0,2.0
23.0,25.1,7203.540000000001,195.38,516.0,34.0,1.0
23.0,25.1,18426.24,1118.54,516.0,34.0,1.0
23.0,25.1,14745.8,2437.45,516.0,34.0,1.0
23.0,25.1,6550.13,2304.13,516.0,34.0,1.0
23.0,25.1,7005.57,3797.65,516.0,34.0,1.0
23.0,25.1,5775.92,916.17,516.0,34.0,1.0
23.0,32.3,7203.540000000001,195.38,516.0,34.0,0.0
23.0,32.3,18426.24,1118.54,516.0,34.0,0.0
23.0,32.3,14745.8,2437.45,516.0,34.0,0.0
23.0,32.3,6550.13,2304.13,516.0,34.0,0.0
23.0,32.3,7005.57,3797.65,516.0,34.0,0.0
23.0,32.3,5775.92,916.17,516.0,34.0,0.0
23.0,35.8,7203.540000000001,195.38,516.0,34.0,2.0
23.0,35.8,18426.24,1118.54,516.0,34.0,2.0
23.0,35.8,14745.8,2437.45,516.0,34.0,2.0
23.0,35.8,6550.13,2304.13,516.0,34.0,2.0
23.0,35.8,7005.57,3797.65,516.0,34.0,2.0
23.0,35.8,5775.92,916.17,516.0,34.0,2.0
23.0,25.1,7203.540000000001,195.38,516.0,34.0,1.0
23.0,25.1,18426.24,1118.54,516.0,34.0,1.0
23.0,25.1,14745.8,2437.45,516.0,34.0,1.0
23.0,25.1,6550.13,2304.13,516.0,34.0,1.0
23.0,25.1,7005.57,3797.65,516.0,34.0,1.0
23.0,25.1,5775.92,916.17,516.0,34.0,1.0
23.0,32.3,7203.540000000001,195.38,516.0,34.0,0.0
23.0,32.3,18426.24,1118.54,516.0,34.0,0.0
23.0,32.3,14745.8,2437.45,516.0,34.0,0.0
23.0,32.3,6550.13,2304.13,516.0,34.0,0.0
23.0,32.3,7005.57,3797.65,516.0,34.0,0.0
23.0,32.3,5775.92,916.17,516.0,34.0,0.0
23.0,35.8,7203.540000000001,195.38,516.0,34.0,2.0
23.0,35.8,18426.24,1118.54,516.0,34.0,2.0
23.0,35.8,14745.8,2437.45,516.0,34.0,2.0
23.0,35.8,6550.13,2304.13,516.0,34.0,2.0
23.0,35.8,7005.57,3797.65,516.0,34.0,2.0
23.0,35.8,5775.92,916.17,516.0,34.0,2.0
23.0,25.1,7203.540000000001,195.38,516.0,34.0,1.0
23.0,25.1,18426.24,1118.54,516.0,34.0,1.0
23.0,25.1,14745.8,2437.45,516.0,34.0,1.0
23.0,25.1,6550.13,2304.13,516.0,34.0,1.0
23.0,25.1,7005.57,3797.65,516.0,34.0,1.0
23.0,25.1,5775.92,916.17,516.0,34.0,1.0
23.0,32.3,7203.540000000001,195.38,516.0,34.0,0.0
23.0,32.3,18426.24,1118.54,516.0,34.0,0.0
23.0,32.3,14745.8,2437.45,516.0,34.0,0.0
23.0,32.3,6550.13,2304.13,516.0,34.0,0.0
23.0,32.3,7005.57,3797.65,516.0,34.0,0.0
23.0,32.3,5775.92,916.17,516.0,34.0,0.0
23.0,35.8,7203.540000000001,195.38,516.0,34.0,2.0
23.0,35.8,18426.24,1118.54,516.0,34.0,2.0
23.0,35.8,14745.8,2437.45,516.0,34.0,2.0
23.0,35.8,6550.13,2304.13,516.0,34.0,2.0
23.0,35.8,7005.57,3797.65,516.0,34.0,2.0
23.0,35.8,5775.92,916.17,516.0,34.0,2.0
23.0,25.1,7203.540000000001,195.38,516.0,34.0,1.0
23.0,25.1,18426.24,1118.54,516.0,34.0,1.0
23.0,25.1,14745.8,2437.45,516.0,34.0,1.0
23.0,25.1,6550.13,2304.13,516.0,34.0,1.0
23.0,25.1,7005.57,3797.65,516.0,34.0,1.0
23.0,25.1,5775.92,916.17,516.0,34.0,1.0
23.0,32.3,7203.540000000001,195.38,516.0,34.0,0.0
23.0,32.3,18426.24,1118.54,516.0,34.0,0.0
23.0,32.3,14745.8,2437.45,516.0,34.0,0.0
23.0,32.3,6550.13,2304.13,516.0,34.0,0.0
23.0,32.3,7005.57,3797.65,516.0,34.0,0.0
23.0,32.3,5775.92,916.17,516.0,34.0,0.0
23.0,35.8,7203.540000000001,195.38,516.0,34.0,2.0
23.0,35.8,18426.24,1118.54,516.0,34.0,2.0
23.0,35.8,14745.8,2437.45,516.0,34.0,2.0
23.0,35.8,6550.13,2304.13,516.0,34.0,2.0
23.0,35.8,7005.57,3797.65,516.0,34.0,2.0
23.0,35.8,5775.92,916.17,516.0,34.0,2.0
23.0,25.1,7203.540000000001,195.38,516.0,34.0,1.0
23.0,25.1,18426.24,1118.54,516.0,34.0,1.0
23.0,25.1,14745.8,2437.45,516.0,34.0,1.0
23.0,25.1,6550.13,2304.13,516.0,34.0,1.0
23.0,25.1,7005.57,3797.65,516.0,34.0,1.0
23.0,25.1,5775.92,916.17,516.0,34.0,1.0
23.0,32.3,7203.540000000001,195.38,516.0,34.0,0.0
23.0,32.3,18426.24,1118.54,516.0,34.0,0.0
23.0,32.3,14745.8,2437.45,516.0,34.0,0.0
23.0,32.3,6550.13,2304.13,516.0,34.0,0.0
23.0,32.3,7005.57,3797.65,516.0,34.0,0.0
23.0,32.3,5775.92,916.17,516.0,34.0,0.0
23.0,35.8,7203.540000000001,195.38,516.0,34.0,2.0
23.0,35.8,18426.24,1118.54,516.0,34.0,2.0
23.0,35.8,14745.8,2437.45,516.0,34.0,2.0
23.0,35.8,6550.13,2304.13,516.0,34.0,2.0
23.0,35.8,7005.57,3797.65,516.0,34.0,2.0
23.0,35.8,5775.92,916.17,516.0,34.0,2.0
23.0,25.1,7309.209999999999,196.45,508.0,42.0,1.0
23.0,25.1,18629.13,1122.66,508.0,42.0,1.0
23.0,25.1,14877.990000000002,2449.45,508.0,42.0,1.0
23.0,25.1,6605.92,2316.93,508.0,42.0,1.0
23.0,25.1,7057.57,3820.8,508.0,42.0,1.0
23.0,25.1,5834.03,920.92,508.0,42.0,1.0
23.0,32.3,7309.209999999999,196.45,508.0,42.0,0.0
23.0,32.3,18629.13,1122.66,508.0,42.0,0.0
23.0,32.3,14877.990000000002,2449.45,508.0,42.0,0.0
23.0,32.3,6605.92,2316.93,508.0,42.0,0.0
23.0,32.3,7057.57,3820.8,508.0,42.0,0.0
23.0,32.3,5834.03,920.92,508.0,42.0,0.0
23.0,35.8,7309.209999999999,196.45,508.0,42.0,2.0
23.0,35.8,18629.13,1122.66,508.0,42.0,2.0
23.0,35.8,14877.990000000002,2449.45,508.0,42.0,2.0
23.0,35.8,6605.92,2316.93,508.0,42.0,2.0
23.0,35.8,7057.57,3820.8,508.0,42.0,2.0
23.0,35.8,5834.03,920.92,508.0,42.0,2.0
23.0,25.1,7309.209999999999,196.45,508.0,42.0,1.0
23.0,25.1,18629.13,1122.66,508.0,42.0,1.0
23.0,25.1,14877.990000000002,2449.45,508.0,42.0,1.0
23.0,25.1,6605.92,2316.93,508.0,42.0,1.0
23.0,25.1,7057.57,3820.8,508.0,42.0,1.0
23.0,25.1,5834.03,920.92,508.0,42.0,1.0
23.0,32.3,7309.209999999999,196.45,508.0,42.0,0.0
23.0,32.3,18629.13,1122.66,508.0,42.0,0.0
23.0,32.3,14877.990000000002,2449.45,508.0,42.0,0.0
23.0,32.3,6605.92,2316.93,508.0,42.0,0.0
23.0,32.3,7057.57,3820.8,508.0,42.0,0.0
23.0,32.3,5834.03,920.92,508.0,42.0,0.0
23.0,35.8,7309.209999999999,196.45,508.0,42.0,2.0
23.0,35.8,18629.13,1122.66,508.0,42.0,2.0
23.0,35.8,14877.990000000002,2449.45,508.0,42.0,2.0
23.0,35.8,6605.92,2316.93,508.0,42.0,2.0
23.0,35.8,7057.57,3820.8,508.0,42.0,2.0
23.0,35.8,5834.03,920.92,508.0,42.0,2.0
23.0,25.1,7309.209999999999,196.45,508.0,42.0,1.0
23.0,25.1,18629.13,1122.66,508.0,42.0,1.0
23.0,25.1,14877.990000000002,2449.45,508.0,42.0,1.0
23.0,25.1,6605.92,2316.93,508.0,42.0,1.0
23.0,25.1,7057.57,3820.8,508.0,42.0,1.0
23.0,25.1,5834.03,920.92,508.0,42.0,1.0
23.0,32.3,7309.209999999999,196.45,508.0,42.0,0.0
23.0,32.3,18629.13,1122.66,508.0,42.0,0.0
23.0,32.3,14877.990000000002,2449.45,508.0,42.0,0.0
23.0,32.3,6605.92,2316.93,508.0,42.0,0.0
23.0,32.3,7057.57,3820.8,508.0,42.0,0.0
23.0,32.3,5834.03,920.92,508.0,42.0,0.0
23.0,35.8,7309.209999999999,196.45,508.0,42.0,2.0
23.0,35.8,18629.13,1122.66,508.0,42.0,2.0
23.0,35.8,14877.990000000002,2449.45,508.0,42.0,2.0
23.0,35.8,6605.92,2316.93,508.0,42.0,2.0
23.0,35.8,7057.57,3820.8,508.0,42.0,2.0
23.0,35.8,5834.03,920.92,508.0,42.0,2.0
23.0,25.1,7309.209999999999,196.45,508.0,42.0,1.0
23.0,25.1,18629.13,1122.66,508.0,42.0,1.0
23.0,25.1,14877.990000000002,2449.45,508.0,42.0,1.0
23.0,25.1,6605.92,2316.93,508.0,42.0,1.0
23.0,25.1,7057.57,3820.8,508.0,42.0,1.0
23.0,25.1,5834.03,920.92,508.0,42.0,1.0
23.0,32.3,7309.209999999999,196.45,508.0,42.0,0.0
23.0,32.3,18629.13,1122.66,508.0,42.0,0.0
23.0,32.3,14877.990000000002,2449.45,508.0,42.0,0.0
23.0,32.3,6605.92,2316.93,508.0,42.0,0.0
23.0,32.3,7057.57,3820.8,508.0,42.0,0.0
23.0,32.3,5834.03,920.92,508.0,42.0,0.0
23.0,35.8,7309.209999999999,196.45,508.0,42.0,2.0
23.0,35.8,18629.13,1122.66,508.0,42.0,2.0
23.0,35.8,14877.990000000002,2449.45,508.0,42.0,2.0
23.0,35.8,6605.92,2316.93,508.0,42.0,2.0
23.0,35.8,7057.57,3820.8,508.0,42.0,2.0
23.0,35.8,5834.03,920.92,508.0,42.0,2.0
23.0,25.1,7309.209999999999,196.45,508.0,42.0,1.0
23.0,25.1,18629.13,1122.66,508.0,42.0,1.0
23.0,25.1,14877.990000000002,2449.45,508.0,42.0,1.0
23.0,25.1,6605.92,2316.93,508.0,42.0,1.0
23.0,25.1,7057.57,3820.8,508.0,42.0,1.0
23.0,25.1,5834.03,920.92,508.0,42.0,1.0
23.0,32.3,7309.209999999999,196.45,508.0,42.0,0.0
23.0,32.3,18629.13,1122.66,508.0,42.0,0.0
23.0,32.3,14877.990000000002,2449.45,508.0,42.0,0.0
23.0,32.3,6605.92,2316.93,508.0,42.0,0.0
23.0,32.3,7057.57,3820.8,508.0,42.0,0.0
23.0,32.3,5834.03,920.92,508.0,42.0,0.0
23.0,35.8,7309.209999999999,196.45,508.0,42.0,2.0
23.0,35.8,18629.13,1122.66,508.0,42.0,2.0
23.0,35.8,14877.990000000002,2449.45,508.0,42.0,2.0
23.0,35.8,6605.92,2316.93,508.0,42.0,2.0
23.0,35.8,7057.57,3820.8,508.0,42.0,2.0
23.0,35.8,5834.03,920.92,508.0,42.0,2.0
23.0,25.1,7309.209999999999,196.45,508.0,42.0,1.0
23.0,25.1,18629.13,1122.66,508.0,42.0,1.0
23.0,25.1,14877.990000000002,2449.45,508.0,42.0,1.0
23.0,25.1,6605.92,2316.93,508.0,42.0,1.0
23.0,25.1,7057.57,3820.8,508.0,42.0,1.0
23.0,25.1,5834.03,920.92,508.0,42.0,1.0
23.0,32.3,7309.209999999999,196.45,508.0,42.0,0.0
23.0,32.3,18629.13,1122.66,508.0,42.0,0.0
23.0,32.3,14877.990000000002,2449.45,508.0,42.0,0.0
23.0,32.3,6605.92,2316.93,508.0,42.0,0.0
23.0,32.3,7057.57,3820.8,508.0,42.0,0.0
23.0,32.3,5834.03,920.92,508.0,42.0,0.0
23.0,35.8,7309.209999999999,196.45,508.0,42.0,2.0
23.0,35.8,18629.13,1122.66,508.0,42.0,2.0
23.0,35.8,14877.990000000002,2449.45,508.0,42.0,2.0
23.0,35.8,6605.92,2316.93,508.0,42.0,2.0
23.0,35.8,7057.57,3820.8,508.0,42.0,2.0
23.0,35.8,5834.03,920.92,508.0,42.0,2.0
23.0,25.1,7309.209999999999,196.45,508.0,42.0,1.0
23.0,25.1,18629.13,1122.66,508.0,42.0,1.0
23.0,25.1,14877.990000000002,2449.45,508.0,42.0,1.0
23.0,25.1,6605.92,2316.93,508.0,42.0,1.0
23.0,25.1,7057.57,3820.8,508.0,42.0,1.0
23.0,25.1,5834.03,920.92,508.0,42.0,1.0
23.0,32.3,7309.209999999999,196.45,508.0,42.0,0.0
23.0,32.3,18629.13,1122.66,508.0,42.0,0.0
23.0,32.3,14877.990000000002,2449.45,508.0,42.0,0.0
23.0,32.3,6605.92,2316.93,508.0,42.0,0.0
23.0,32.3,7057.57,3820.8,508.0,42.0,0.0
23.0,32.3,5834.03,920.92,508.0,42.0,0.0
23.0,35.8,7309.209999999999,196.45,508.0,42.0,2.0
23.0,35.8,18629.13,1122.66,508.0,42.0,2.0
23.0,35.8,14877.990000000002,2449.45,508.0,42.0,2.0
23.0,35.8,6605.92,2316.93,508.0,42.0,2.0
23.0,35.8,7057.57,3820.8,508.0,42.0,2.0
23.0,35.8,5834.03,920.92,508.0,42.0,2.0
23.0,25.1,7431.04,198.39,519.0,31.0,1.0
23.0,25.1,18841.68,1126.24,519.0,31.0,1.0
23.0,25.1,15013.28,2461.63,519.0,31.0,1.0
23.0,25.1,6664.21,2329.59,519.0,31.0,1.0
23.0,25.1,7113.48,3846.62,519.0,31.0,1.0
23.0,25.1,5895.56,925.87,519.0,31.0,1.0
23.0,32.3,7431.04,198.39,519.0,31.0,0.0
23.0,32.3,18841.68,1126.24,519.0,31.0,0.0
23.0,32.3,15013.28,2461.63,519.0,31.0,0.0
23.0,32.3,6664.21,2329.59,519.0,31.0,0.0
23.0,32.3,7113.48,3846.62,519.0,31.0,0.0
23.0,32.3,5895.56,925.87,519.0,31.0,0.0
23.0,35.8,7431.04,198.39,519.0,31.0,2.0
23.0,35.8,18841.68,1126.24,519.0,31.0,2.0
23.0,35.8,15013.28,2461.63,519.0,31.0,2.0
23.0,35.8,6664.21,2329.59,519.0,31.0,2.0
23.0,35.8,7113.48,3846.62,519.0,31.0,2.0
23.0,35.8,5895.56,925.87,519.0,31.0,2.0
23.0,25.1,7431.04,198.39,519.0,31.0,1.0
23.0,25.1,18841.68,1126.24,519.0,31.0,1.0
23.0,25.1,15013.28,2461.63,519.0,31.0,1.0
23.0,25.1,6664.21,2329.59,519.0,31.0,1.0
23.0,25.1,7113.48,3846.62,519.0,31.0,1.0
23.0,25.1,5895.56,925.87,519.0,31.0,1.0
23.0,32.3,7431.04,198.39,519.0,31.0,0.0
23.0,32.3,18841.68,1126.24,519.0,31.0,0.0
23.0,32.3,15013.28,2461.63,519.0,31.0,0.0
23.0,32.3,6664.21,2329.59,519.0,31.0,0.0
23.0,32.3,7113.48,3846.62,519.0,31.0,0.0
23.0,32.3,5895.56,925.87,519.0,31.0,0.0
23.0,35.8,7431.04,198.39,519.0,31.0,2.0
23.0,35.8,18841.68,1126.24,519.0,31.0,2.0
23.0,35.8,15013.28,2461.63,519.0,31.0,2.0
23.0,35.8,6664.21,2329.59,519.0,31.0,2.0
23.0,35.8,7113.48,3846.62,519.0,31.0,2.0
23.0,35.8,5895.56,925.87,519.0,31.0,2.0
23.0,25.1,7431.04,198.39,519.0,31.0,1.0
23.0,25.1,18841.68,1126.24,519.0,31.0,1.0
23.0,25.1,15013.28,2461.63,519.0,31.0,1.0
23.0,25.1,6664.21,2329.59,519.0,31.0,1.0
23.0,25.1,7113.48,3846.62,519.0,31.0,1.0
23.0,25.1,5895.56,925.87,519.0,31.0,1.0
23.0,32.3,7431.04,198.39,519.0,31.0,0.0
23.0,32.3,18841.68,1126.24,519.0,31.0,0.0
23.0,32.3,15013.28,2461.63,519.0,31.0,0.0
23.0,32.3,6664.21,2329.59,519.0,31.0,0.0
23.0,32.3,7113.48,3846.62,519.0,31.0,0.0
23.0,32.3,5895.56,925.87,519.0,31.0,0.0
23.0,35.8,7431.04,198.39,519.0,31.0,2.0
23.0,35.8,18841.68,1126.24,519.0,31.0,2.0
23.0,35.8,15013.28,2461.63,519.0,31.0,2.0
23.0,35.8,6664.21,2329.59,519.0,31.0,2.0
23.0,35.8,7113.48,3846.62,519.0,31.0,2.0
23.0,35.8,5895.56,925.87,519.0,31.0,2.0
23.0,25.1,7431.04,198.39,519.0,31.0,1.0
23.0,25.1,18841.68,1126.24,519.0,31.0,1.0
23.0,25.1,15013.28,2461.63,519.0,31.0,1.0
23.0,25.1,6664.21,2329.59,519.0,31.0,1.0
23.0,25.1,7113.48,3846.62,519.0,31.0,1.0
23.0,25.1,5895.56,925.87,519.0,31.0,1.0
23.0,32.3,7431.04,198.39,519.0,31.0,0.0
23.0,32.3,18841.68,1126.24,519.0,31.0,0.0
23.0,32.3,15013.28,2461.63,519.0,31.0,0.0
23.0,32.3,6664.21,2329.59,519.0,31.0,0.0
23.0,32.3,7113.48,3846.62,519.0,31.0,0.0
23.0,32.3,5895.56,925.87,519.0,31.0,0.0
23.0,35.8,7431.04,198.39,519.0,31.0,2.0
23.0,35.8,18841.68,1126.24,519.0,31.0,2.0
23.0,35.8,15013.28,2461.63,519.0,31.0,2.0
23.0,35.8,6664.21,2329.59,519.0,31.0,2.0
23.0,35.8,7113.48,3846.62,519.0,31.0,2.0
23.0,35.8,5895.56,925.87,519.0,31.0,2.0
23.0,25.1,7431.04,198.39,519.0,31.0,1.0
23.0,25.1,18841.68,1126.24,519.0,31.0,1.0
23.0,25.1,15013.28,2461.63,519.0,31.0,1.0
23.0,25.1,6664.21,2329.59,519.0,31.0,1.0
23.0,25.1,7113.48,3846.62,519.0,31.0,1.0
23.0,25.1,5895.56,925.87,519.0,31.0,1.0
23.0,32.3,7431.04,198.39,519.0,31.0,0.0
23.0,32.3,18841.68,1126.24,519.0,31.0,0.0
23.0,32.3,15013.28,2461.63,519.0,31.0,0.0
23.0,32.3,6664.21,2329.59,519.0,31.0,0.0
23.0,32.3,7113.48,3846.62,519.0,31.0,0.0
23.0,32.3,5895.56,925.87,519.0,31.0,0.0
23.0,35.8,7431.04,198.39,519.0,31.0,2.0
23.0,35.8,18841.68,1126.24,519.0,31.0,2.0
23.0,35.8,15013.28,2461.63,519.0,31.0,2.0
23.0,35.8,6664.21,2329.59,519.0,31.0,2.0
23.0,35.8,7113.48,3846.62,519.0,31.0,2.0
23.0,35.8,5895.56,925.87,519.0,31.0,2.0
23.0,25.1,7431.04,198.39,519.0,31.0,1.0
23.0,25.1,18841.68,1126.24,519.0,31.0,1.0
23.0,25.1,15013.28,2461.63,519.0,31.0,1.0
23.0,25.1,6664.21,2329.59,519.0,31.0,1.0
23.0,25.1,7113.48,3846.62,519.0,31.0,1.0
23.0,25.1,5895.56,925.87,519.0,31.0,1.0
23.0,32.3,7431.04,198.39,519.0,31.0,0.0
23.0,32.3,18841.68,1126.24,519.0,31.0,0.0
